PlayerID,Name,Team,pass_yds,rush_yds,recv_yds,tds,fumbles,total_yards,efficiency
14856,Zach Ertz,WAS,0.0,0.0,479.5,5.2,0.0,479.5,0.010822060353798128
14857,Lane Johnson,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14860,Jordan Poyer,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14895,Geno Smith,LV,2713.1,96.0,0.0,0.0,0.2,2809.1,0.0
14901,Kyle Juszczyk,SF,0.0,-4.300000000000001,243.8,2.3,0.0,239.5,0.009563409563409562
14959,Chris Hubbard,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14986,DeAndre Hopkins,BAL,0.0,0.0,278.9,1.0,0.0,278.9,0.0035727045373347625
14988,David Quessenberry,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14996,Brandon McManus,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15048,Travis Kelce,KC,0.0,0.2,885.6,6.0,0.0,885.8000000000001,0.006765899864682002
15076,Keenan Allen,LAC,0.0,0.0,792.8000000000001,3.8000000000000003,0.0,792.8000000000001,0.004787100025195263
15112,Tress Way,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15125,Sam Martin,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15127,Darius Slay,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15194,John Jenkins,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15516,Tony Jefferson,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15534,Adam Thielen,MIN,0.0,0.0,59.7,0.0,0.0,59.7,0.0
15534,Adam Thielen,PIT,0.0,0.0,95.1,0.0,0.0,95.1,0.0
15646,Andrew DePaola,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15694,Case Keenum,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15917,James Winchester,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16041,Jimmy Garoppolo,LAR,0.0,-9.7,0.0,0.0,0.0,-9.7,-0.0
16051,Tyler Ott,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16100,Brent Urban,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16125,Joel Bitonio,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16171,DaQuan Jones,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16191,Chris Boswell,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16194,Jadeveon Clowney,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16301,Cairo Santos,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16310,Denico Autry,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16319,Shelby Harris,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16323,Khalil Mack,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16365,Casey Kreiter,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16366,DeMarcus Lawrence,SEA,0.0,0.0,0.0,0.6,0.0,0.0,0.6
16419,Morgan Moses,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16438,Pat O'Donnell,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16458,Cornelius Lucas,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16467,Kyle Van Noy,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16470,Davante Adams,LAR,0.0,0.0,731.7,16.4,0.0,731.7,0.02238296710795687
16486,Mike Pennel,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16486,Mike Pennel,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16497,Teddy Bridgewater,TB,28.8,-1.5,0.0,0.0,0.0,27.3,0.0
16531,Jake Matthews,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16568,Brandin Cooks,BUF,0.0,0.0,155.79999999999998,0.0,0.0,155.79999999999998,0.0
16568,Brandin Cooks,NO,0.0,0.0,147.1,0.0,0.0,147.1,0.0
16597,Mike Evans,TB,0.0,0.0,371.90000000000003,2.7,0.0,371.90000000000003,0.007240547063555913
16678,Jimmie Ward,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16760,Charley Hughlett,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16762,Jameis Winston,NYG,434.1,16.0,15.3,1.9,1.7,465.40000000000003,0.004073756432246998
16763,Marcus Mariota,WAS,1758.0,336.9,0.0,0.4,2.9,2094.9,0.00019084880003816977
16764,Dante Fowler Jr.,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16767,Leonard Williams,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16774,Andrus Peat,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16778,Arik Armstead,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16783,Bud Dupree,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16785,D.J. Humphries,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16786,Shaq Thompson,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16789,Laken Tomlinson,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16790,Phillip Dorsett,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16796,Mario Edwards Jr.,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16799,Preston Smith,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16800,Eddie Goldman,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16806,Eric Kendricks,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16809,Denzel Perryman,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16813,Jordan Phillips,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16815,Ameer Abdullah,IND,0.0,77.8,105.2,1.5,0.4,183.0,0.008152173913043478
16818,Rob Havenstein,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16830,Tyler Lockett,LV,0.0,0.0,168.9,1.9,0.0,168.9,0.011183048852266038
16830,Tyler Lockett,TEN,0.0,0.0,61.400000000000006,1.5,0.0,61.400000000000006,0.024038461538461536
16849,Danielle Hunter,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16883,Za'Darius Smith,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16906,Stefon Diggs,NE,0.0,0.0,1087.8999999999999,2.9,0.0,1087.8999999999999,0.0026632381302231613
16925,Bradley Pinion,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16926,Joe Cardona,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16960,Quandre Diggs,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16960,Quandre Diggs,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16964,Darren Waller,MIA,0.0,1.8,340.5,12.8,0.0,342.3,0.03728517331779785
16985,Bobby Hart,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17003,Trent Brown,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17059,Grady Jarrett,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17085,Alex Singleton,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17145,Neville Hewitt,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17215,Jason Myers,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17217,Raheem Mostert,LV,0.0,145.9,51.800000000000004,0.0,0.0,197.70000000000002,0.0
17218,DeAndre Carter,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17337,C.J. Goodwin,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17490,Kendall Lamm,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17512,Rakeem Nuñez-Roches,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17512,Rakeem Nuñez-Roches Sr.,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17527,Rick Lovato,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17691,Brandon Stephens,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17762,Chris Manhertz,NYG,0.0,0.0,2.6,0.0,0.0,2.6,0.0
17914,Laquon Treadwell,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17915,Joey Bosa,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17918,Laremy Tunsil,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17919,Jalen Ramsey,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17920,Carson Wentz,MIN,1540.2,80.1,0.0,0.0,0.0,1620.3,0.0
17921,Ronnie Stanley,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17922,Jared Goff,DET,4266.9,53.800000000000004,0.0,0.0,9.600000000000001,4320.7,0.0
17933,DeForest Buckner,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17935,Leonard Floyd,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17936,Jack Conklin,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17946,Taylor Decker,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17947,Kenny Clark,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17948,Ryan Kelly,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17949,Sheldon Rankins,HOU,0.0,0.0,0.0,0.3,0.0,0.0,0.3
17950,Eli Apple,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17958,Emmanuel Ogbah,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17959,Derrick Henry,BAL,0.0,1538.5,148.6,16.4,1.6,1687.1,0.009715064273443517
17961,Sterling Shepard,TB,0.0,24.8,355.8,1.5,2.4,380.6,0.003930817610062893
17963,Austin Hooper,NE,0.0,0.0,199.2,4.3,0.0,199.2,0.02147852147852148
17968,Andrew Billings,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17975,Hunter Henry,NE,0.0,0.0,719.9,6.3,0.0,719.9,0.008739076154806492
17976,Xavien Howard,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17978,Jihad Ward,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17979,A'Shawn Robinson,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17981,Jarran Reed,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17983,Deion Jones,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17993,Adam Gotsis,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17994,Kevin Byard III,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17997,Maliek Collins,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18002,Jonathan Bullard,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18008,Joe Thuney,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18009,Isaac Seumalo,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18017,Javon Hargrave,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18018,Jacoby Brissett,ARI,3396.2,149.1,0.0,0.3,3.5999999999999996,3545.2999999999997,8.459521191100585e-05
18019,Nick Vannett,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18019,Nick Vannett,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18020,Graham Glasgow,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18026,Sheldon Day,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18029,Eric Murray,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18030,Chris Moore,WAS,0.0,14.6,255.39999999999998,1.8,0.0,270.0,0.006642066420664207
18032,Tyler Higbee,LAR,0.0,0.0,263.7,2.7,0.0,263.7,0.010200226671703817
18033,Miles Killebrew,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18042,David Onyemata,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18047,Demarcus Robinson,SF,0.0,9.3,304.7,0.4,0.0,314.0,0.0012698412698412698
18055,Dak Prescott,DAL,4523.4,135.5,0.0,2.8000000000000003,2.3,4658.9,0.0006008712633318313
18064,Matthew Judon,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18064,Matthew Judon,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18065,Quinton Jefferson,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18082,Tyreek Hill,MIA,0.0,0.0,224.0,0.4,0.0,224.0,0.0017777777777777779
18083,DJ Reader,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18118,Brandon Allen,TEN,57.7,0.0,0.0,0.0,0.0,57.7,0.0
18123,Jeff Driskel,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18130,Elandon Roberts,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18137,Ted Karras,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18144,Riley Dixon,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18149,Jalen Mills,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18149,Jalen Mills,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18177,Jonathan Jones,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18187,Robbie Chosen,WAS,0.0,0.0,60.099999999999994,0.0,0.0,60.099999999999994,0.0
18203,Jake Brendel,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18215,Ka'imi Fairbairn,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18292,Roy Robertson-Harris,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18316,Mike Hilton,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18331,Chris Jones,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18333,Austin Johnson,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18355,Reid Ferguson,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18381,Luke Rhodes,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18422,Kalif Raymond,DET,0.0,4.6,226.7,3.0,0.0,231.29999999999998,0.012914334911752045
18478,Wil Lutz,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18555,Morgan Fox,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18599,George Fant,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18652,C.J. Ham,MIN,0.0,3.8000000000000003,15.600000000000001,2.7,0.0,19.400000000000002,0.1323529411764706
18658,Antonio Hamilton Sr.,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18704,Zach Wood,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18710,Lucas Patrick,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18807,Myles Garrett,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18811,Mitchell Trubisky,BUF,236.0,3.0,0.0,0.0,0.0,239.0,0.0
18825,Zach Triner,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18875,Jonathan Allen,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18876,David Njoku,CLE,0.0,0.0,267.9,2.6,0.0,267.9,0.009669021941242098
18877,Christian McCaffrey,SF,0.0,1229.3999999999999,904.3,23.1,0.0,2133.7,0.010821192673443577
18878,Alvin Kamara,NO,0.0,406.40000000000003,156.6,0.8,0.5,563.0,0.0014184397163120568
18880,Chris Godwin,TB,0.0,0.0,76.2,0.0,0.0,76.2,0.0
18880,Chris Godwin Jr.,TB,0.0,0.0,335.3,4.0,0.0,335.3,0.011894142134998512
18882,Cooper Kupp,SEA,0.0,0.0,549.3,2.2,0.4,549.3,0.003997819371252045
18883,JuJu Smith-Schuster,KC,0.0,0.0,353.9,2.6,0.0,353.9,0.007326007326007327
18890,Patrick Mahomes,KC,3627.2,393.59999999999997,-6.7,6.4,0.0,4014.1,0.0015939827152499316
18899,Garett Bolles,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18900,Mo Alie-Cox,IND,0.0,0.0,108.0,1.9,0.0,108.0,0.017431192660550456
18902,Jabrill Peppers,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18904,Solomon Thomas,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18905,Marshon Lattimore,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18909,Haason Reddick,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18910,Cam Robinson,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18910,Cam Robinson,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18911,Derek Barnett,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18912,Evan Engram,DEN,0.0,12.3,505.79999999999995,1.5,0.0,518.0999999999999,0.002889616644191871
18916,T.J. Watt,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18917,Marlon Humphrey,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18918,Tre'Davious White,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18920,Malik Hooker,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18923,Jamal Adams,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18924,Adoree' Jackson,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18926,Zay Jones,ARI,0.0,0.0,238.5,0.0,0.0,238.5,0.0
18927,Budda Baker,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18928,Curtis Samuel,BUF,0.0,0.0,84.7,1.5,0.0,84.7,0.01750291715285881
18932,DeMarcus Walker,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18937,Marcus Williams,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18938,Dalvin Tomlinson,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18939,Marcus Maye,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18944,Kareem Hunt,KC,0.0,575.4,136.4,6.9,0.2,711.8,0.009680134680134681
18947,Chris Wormley,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18948,Dion Dawkins,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18950,Taylor Moton,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18952,Larry Ogunjobi,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18953,Chidobe Awuzie,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18956,Zach Cunningham,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18959,Dawuane Smoot,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18960,Tanoh Kpassagnon,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18964,Alex Anzalone,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18968,Dan Feeney,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18969,Ethan Pocic,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18970,Ahkello Witherspoon,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18972,Fabian Moreau,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18975,Jourdan Lewis,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18981,Trey Hendrickson,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18982,Rasul Douglas,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18983,James Conner,ARI,0.0,64.3,13.5,1.0,0.0,77.8,0.012690355329949238
18986,Shaquill Griffin,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18990,Jonnu Smith,PIT,0.0,65.5,205.3,5.3,0.0,270.8,0.019499632082413537
18993,Samaje Perine,CIN,0.0,376.2,78.9,2.7,2.0,455.1,0.00591975443981583
18994,Carl Lawson,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19009,Jalen Reeves-Maybin,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19012,Carlos Watkins,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19014,Grover Stewart,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19016,Samson Ebukam,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19017,Josh Reynolds,NYJ,0.0,0.0,129.9,0.0,0.0,129.9,0.0
19020,Deatrich Wise Jr.,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19022,David Sharpe,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19023,Mack Hollins,NE,0.0,9.4,487.6,2.8000000000000003,0.0,497.0,0.005622489959839358
19025,Joshua Dobbs,NE,78.3,-7.7,0.0,0.0,0.0,70.6,0.0
19026,Rayshawn Jenkins,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19034,Damontae Kazee,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19035,Eric Saubert,SEA,0.0,0.0,23.9,0.0,0.0,23.9,0.0
19036,Jermaine Eluemunor,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19037,Matt Milano,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19041,Jake Elliott,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19044,Jamal Agnew,ATL,0.0,0.0,0.0,0.0,1.6,0.0,0.0
19045,Aaron Jones Sr.,MIN,0.0,443.8,175.79999999999998,3.0,1.6,619.6,0.004834031582339671
19049,Anthony Walker,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19053,Davon Godchaux,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19063,George Kittle,SF,0.0,-1.6,539.9,7.5,0.0,538.3,0.01390691637307621
19065,Jeremy McNichols,WAS,0.0,212.79999999999998,202.4,0.4,2.1,415.2,0.0009610764055742432
19070,Chuck Clark,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19073,Harrison Butker,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19079,Zane Gonzalez,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19080,Noah Brown,WAS,0.0,0.0,79.7,0.0,0.0,79.7,0.0
19084,Xavier Woods,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19087,Pat O'Connor,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19105,Al-Quadin Muhammad,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19120,David Moore,CAR,0.0,19.5,1.9,0.0,0.0,21.4,0.0
19124,D.J. Jones,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19128,Corey Levin,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19139,Daniel Brunskill,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19165,Johnny Mundt,JAX,0.0,0.0,105.1,0.0,0.0,105.1,0.0
19178,Thomas Hennessy,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19187,Rigoberto Sanchez,IND,12.8,0.0,0.0,0.0,0.0,12.8,0.0
19207,Tim Patrick,JAX,0.0,0.0,171.1,3.9,0.0,171.1,0.02266124346310285
19209,Patrick Ricard,BAL,0.0,0.8,5.1,0.0,0.0,5.8999999999999995,0.0
19228,Josh Tupou,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19238,Taysom Hill,NO,46.3,59.1,75.9,1.8,0.4,181.3,0.009873834339001646
19249,Matt Haack,ARI,22.4,0.0,0.0,0.0,0.0,22.4,0.0
19273,Eric Wilson,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19275,Adam Butler,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19287,Kenny Moore II,IND,0.0,0.0,0.0,0.4,0.0,0.0,0.4
19296,Anthony Firkser,DET,0.0,0.0,34.6,0.0,0.0,34.6,0.0
19304,Pharaoh Brown,ARI,0.0,0.0,2.1,0.0,0.0,2.1,0.0
19318,Kendrick Bourne,SF,0.0,0.0,582.8000000000001,0.0,0.0,582.8000000000001,0.0
