PlayerID,Name,Team,Week,pass_yds,rush_yds,recv_yds,tds,fumbles,total_yards,efficiency
24770,Nick Whiteside,DET,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16849,Danielle Hunter,HOU,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23428,Riq Woolen,SEA,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16763,Marcus Mariota,WAS,7,96.8,52.2,0.0,0.0,0.0,149.0,0.0
23469,Tyquan Thornton,KC,7,0.0,0.0,59.9,0.0,0.0,59.9,0.0
20882,David Montgomery,DET,7,0.0,32.3,27.6,0.0,0.0,59.9,0.0
26019,Princely Umanmielen,CAR,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23368,Jalen Nailor,MIN,7,0.0,0.0,56.8,0.0,0.0,56.8,0.0
25922,Matthew Golden,GB,7,0.0,0.0,56.8,0.0,0.0,56.8,0.0
25870,Harold Fannin Jr.,CLE,7,0.0,0.0,55.3,0.0,0.0,55.3,0.0
25962,Gunnar Helm,TEN,7,0.0,0.0,55.3,0.0,0.0,55.3,0.0
22553,Michael Carter,ARI,7,0.0,16.9,38.4,0.0,0.0,55.3,0.0
18187,Robbie Chosen,WAS,7,0.0,0.0,55.3,0.0,0.0,55.3,0.0
23190,Brian Robinson Jr.,SF,7,0.0,55.3,0.0,0.0,0.0,55.3,0.0
19885,B.J. Hill,CIN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15127,Darius Slay,PIT,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20965,Juan Thornhill,PIT,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22808,Brandin Echols,PIT,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25560,Jaylen McCollough,LAR,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24111,Gervon Dexter Sr.,CHI,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24239,Tyrique Stevenson,CHI,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18883,JuJu Smith-Schuster,KC,7,0.0,0.0,53.8,0.0,0.0,53.8,0.0
24642,Ethan Bonner,MIA,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20888,Byron Murphy Jr.,MIN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23611,Theo Jackson,MIN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20959,Jahlani Tavai,NE,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26071,Danny Stutsman,NO,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21894,James Lynch,TEN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23282,Jalyn Armour-Davis,TEN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19942,John Franklin-Myers,DEN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19870,Donte Jackson,LAC,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25079,Kimani Vidal,LAC,7,0.0,30.7,23.0,0.0,0.0,53.7,0.0
25026,Tyler Nubin,NYG,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
